split,id,source_file,cultivation_system,governorate,zone_id,centroid_lat,centroid_lng,area_ha
val,parcel_1777667281825_3deuj,parcellesOliviersIntensifs.json,intensif,Beja,Beja__lat182_lng46,36.54709958556309,9.383081906550641,72.88069155529948
val,parcel_1777667302238_zjnhu,parcellesOliviersIntensifs.json,intensif,Beja,Beja__lat182_lng46,36.54995414929147,9.373133897781374,18.077181996645837
val,parcel_1777667330430_52762,parcellesOliviersIntensifs.json,intensif,Beja,Beja__lat182_lng46,36.54496289068262,9.360148647557136,45.633484593938114
test,parcel_1777662875975_5jz1b,parcellesOliviersIntensifs.json,intensif,Gabes,Gabes__lat171_lng48,34.214095374290096,9.693465828895569,105.91107426235152
test,parcel_1777662889381_5q9ie,parcellesOliviersIntensifs.json,intensif,Gabes,Gabes__lat171_lng48,34.205165328166316,9.653240203857424,16.810050217460006
test,parcel_1777666069829_t5ehp,parcelles_OlivierExtensif.json,extensif,Sfax,Sfax__lat175_lng51,35.026049092262724,10.313056599010121,2988.389915036504
test,parcel_1777666572107_7pdad,parcelles_OlivierExtensif.json,extensif,Kairouan,Kairouan__lat175_lng50,35.03915823302008,10.158877372741701,1443.2951926499438
test,parcel_1777666591451_o64cz,parcelles_OlivierExtensif.json,extensif,Kairouan,Kairouan__lat175_lng50,35.06331292224004,10.131564821515767,790.8698653056623
test,parcel_1777666608727_pm8wx,parcelles_OlivierExtensif.json,extensif,Sidi_Bouzid,Sidi_Bouzid__lat175_lng50,35.02226464215619,10.133673804146905,367.63711614930213
test,parcel_1777666827849_immef,parcellesOliviersIntensifs.json,intensif,Gafsa,Gafsa__lat173_lng43,34.67607360781746,8.771884100777763,615.6273959080931
